"Title","URL handle","Description","Vendor","Type","Tags","Published on online store","Status","Option1 name","Option1 value","Price","Inventory tracker","Inventory quantity","Continue selling when out of stock","Requires shipping","Fulfillment service","Product image URL","Image position","Image alt text"
"Hugo Dark Blue 75 ML","hugo-dark-blue-75-ml","<p>Hugo Dark Blue 75 ML: una fragancia fresca de Hugo Boss. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Hugo Boss","Perfume Masculino","masculino, caballero, caja, fresco, hugo-boss","TRUE","Active","Title","Default Title","110000.00","shopify","11","DENY","TRUE","manual","","",""
"Boss The Scent Men 100 ML","boss-the-scent-men-100-ml","<p>Boss The Scent Men 100 ML: una fragancia amaderada de Hugo Boss. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Hugo Boss","Perfume Masculino","masculino, caballero, caja, amaderado, hugo-boss","TRUE","Active","Title","Default Title","116000.00","shopify","10","DENY","TRUE","manual","","",""
"Boss In Motion 100 ML","boss-in-motion-100-ml","<p>Boss In Motion 100 ML: una fragancia amaderada de Hugo Boss. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Hugo Boss","Perfume Masculino","masculino, caballero, caja, amaderado, hugo-boss","TRUE","Active","Title","Default Title","124000.00","shopify","13","DENY","TRUE","manual","","",""
"Boss Orange 100 ML","boss-orange-100-ml","<p>Boss Orange 100 ML: una fragancia amaderada de Hugo Boss. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Hugo Boss","Perfume Masculino","masculino, caballero, caja, amaderado, hugo-boss","TRUE","Active","Title","Default Title","124000.00","shopify","10","DENY","TRUE","manual","","",""
"Issey Miyake Men 125 ML","issey-miyake-men-125-ml","<p>Issey Miyake Men 125 ML: una fragancia amaderada de Issey Miyake. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Issey Miyake","Perfume Masculino","masculino, caballero, caja, amaderado, issey-miyake","TRUE","Active","Title","Default Title","126000.00","shopify","15","DENY","TRUE","manual","","",""
"Arsenal Giles Cantuel 100 ML","arsenal-giles-cantuel-100-ml","<p>Arsenal Giles Cantuel 100 ML: una fragancia amaderada de Gilles Cantuel. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Gilles Cantuel","Perfume Masculino","masculino, caballero, caja, amaderado, gilles-cantuel","TRUE","Active","Title","Default Title","116000.00","shopify","15","DENY","TRUE","manual","","",""
"Nautica Voyage 100 ML","nautica-voyage-100-ml","<p>Nautica Voyage 100 ML: una fragancia amaderada de Nautica. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Nautica","Perfume Masculino","masculino, caballero, caja, amaderado, nautica","TRUE","Active","Title","Default Title","116000.00","shopify","13","DENY","TRUE","manual","","",""
"Lacoste Red 120 ML","lacoste-red-120-ml","<p>Lacoste Red 120 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","124000.00","shopify","9","DENY","TRUE","manual","","",""
"Lacoste Lerouge 100 ML","lacoste-lerouge-100-ml","<p>Lacoste Lerouge 100 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","13","DENY","TRUE","manual","","",""
"Lacoste Blanc 100 ML","lacoste-blanc-100-ml","<p>Lacoste Blanc 100 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","10","DENY","TRUE","manual","","",""
"Lacoste Le Noir 100 ML","lacoste-le-noir-100-ml","<p>Lacoste Le Noir 100 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","8","DENY","TRUE","manual","","",""
"Lacoste Blue 100 ML","lacoste-blue-100-ml","<p>Lacoste Blue 100 ML: una fragancia fresca de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, fresco, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","15","DENY","TRUE","manual","","",""
"Lacoste Yellow Power 100 ML","lacoste-yellow-power-100-ml","<p>Lacoste Yellow Power 100 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","124000.00","shopify","3","DENY","TRUE","manual","","",""
"Lacoste Levert 100 ML","lacoste-levert-100-ml","<p>Lacoste Levert 100 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","110000.00","shopify","13","DENY","TRUE","manual","","",""
"Lacoste Essential 120 ML","lacoste-essential-120-ml","<p>Lacoste Essential 120 ML: una fragancia amaderada de Lacoste. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lacoste","Perfume Masculino","masculino, caballero, caja, amaderado, lacoste","TRUE","Active","Title","Default Title","126000.00","shopify","4","DENY","TRUE","manual","","",""
"Starwalker 75 ML","starwalker-75-ml","<p>Starwalker 75 ML: una fragancia amaderada de Montblanc. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Montblanc","Perfume Masculino","masculino, caballero, caja, amaderado, montblanc","TRUE","Active","Title","Default Title","116000.00","shopify","6","DENY","TRUE","manual","","",""
"Mont Blanc Legend 100 ML","mont-blanc-legend-100-ml","<p>Mont Blanc Legend 100 ML: una fragancia amaderada de Montblanc. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Montblanc","Perfume Masculino","masculino, caballero, caja, amaderado, montblanc","TRUE","Active","Title","Default Title","116000.00","shopify","15","DENY","TRUE","manual","","",""
"Mont Blanc Legend Spirit 100 ML","mont-blanc-legend-spirit-100-ml","<p>Mont Blanc Legend Spirit 100 ML: una fragancia amaderada de Montblanc. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Montblanc","Perfume Masculino","masculino, caballero, caja, amaderado, montblanc","TRUE","Active","Title","Default Title","116000.00","shopify","7","DENY","TRUE","manual","","",""
"Mont Blanc Emblem 100 ML","mont-blanc-emblem-100-ml","<p>Mont Blanc Emblem 100 ML: una fragancia amaderada de Montblanc. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Montblanc","Perfume Masculino","masculino, caballero, caja, amaderado, montblanc","TRUE","Active","Title","Default Title","110000.00","shopify","4","DENY","TRUE","manual","","",""
"Mont Blanc Explorer 100 ML","mont-blanc-explorer-100-ml","<p>Mont Blanc Explorer 100 ML: una fragancia amaderada de Montblanc. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Montblanc","Perfume Masculino","masculino, caballero, caja, amaderado, montblanc","TRUE","Active","Title","Default Title","124000.00","shopify","14","DENY","TRUE","manual","","",""
"360 Men Perry Ellis 100 ML","360-men-perry-ellis-100-ml","<p>360 Men Perry Ellis 100 ML: una fragancia amaderada de Perry Ellis. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Perry Ellis","Perfume Masculino","masculino, caballero, caja, amaderado, perry-ellis","TRUE","Active","Title","Default Title","116000.00","shopify","14","DENY","TRUE","manual","","",""
"360 Red Men Perry Ellis 100 ML","360-red-men-perry-ellis-100-ml","<p>360 Red Men Perry Ellis 100 ML: una fragancia amaderada de Perry Ellis. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Perry Ellis","Perfume Masculino","masculino, caballero, caja, amaderado, perry-ellis","TRUE","Active","Title","Default Title","124000.00","shopify","10","DENY","TRUE","manual","","",""
"Blue Seduction Men 100 ML","blue-seduction-men-100-ml","<p>Blue Seduction Men 100 ML: una fragancia fresca de Antonio Banderas. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Antonio Banderas","Perfume Masculino","masculino, caballero, caja, fresco, antonio-banderas","TRUE","Active","Title","Default Title","120000.00","shopify","12","DENY","TRUE","manual","","",""
"Polo Red 120 ML","polo-red-120-ml","<p>Polo Red 120 ML: una fragancia amaderada de Ralph Lauren. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ralph Lauren","Perfume Masculino","masculino, caballero, caja, amaderado, ralph-lauren","TRUE","Active","Title","Default Title","126000.00","shopify","7","DENY","TRUE","manual","","",""
"Polo Blue 120 ML","polo-blue-120-ml","<p>Polo Blue 120 ML: una fragancia fresca de Ralph Lauren. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ralph Lauren","Perfume Masculino","masculino, caballero, caja, fresco, ralph-lauren","TRUE","Active","Title","Default Title","126000.00","shopify","11","DENY","TRUE","manual","","",""
"Polo Black 100 ML","polo-black-100-ml","<p>Polo Black 100 ML: una fragancia amaderada de Ralph Lauren. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ralph Lauren","Perfume Masculino","masculino, caballero, caja, amaderado, ralph-lauren","TRUE","Active","Title","Default Title","130000.00","shopify","13","DENY","TRUE","manual","","",""
"Versace Eros 100 ML","versace-eros-100-ml","<p>Versace Eros 100 ML: una fragancia amaderada de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Masculino","masculino, caballero, caja, amaderado, versace","TRUE","Active","Title","Default Title","116000.00","shopify","3","DENY","TRUE","manual","https://cdn.shopify.com/s/files/1/0943/2019/7906/files/VERSACE_EROS_1_1.jpg?v=1749748154","1","Versace Eros 100 ML"
"Versace Eros Flame 100 ML","versace-eros-flame-100-ml","<p>Versace Eros Flame 100 ML: una fragancia amaderada de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Masculino","masculino, caballero, caja, amaderado, versace","TRUE","Active","Title","Default Title","116000.00","shopify","14","DENY","TRUE","manual","","",""
"Versace Eros Energy 100 ML","versace-eros-energy-100-ml","<p>Versace Eros Energy 100 ML: una fragancia amaderada de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Masculino","masculino, caballero, caja, amaderado, versace","TRUE","Active","Title","Default Title","124000.00","shopify","4","DENY","TRUE","manual","","",""
"Versace Fraiche 100 ML","versace-fraiche-100-ml","<p>Versace Fraiche 100 ML: una fragancia amaderada de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Masculino","masculino, caballero, caja, amaderado, versace","TRUE","Active","Title","Default Title","110000.00","shopify","15","DENY","TRUE","manual","","",""
"Versace Dylan Blue 100 ML","versace-dylan-blue-100-ml","<p>Versace Dylan Blue 100 ML: una fragancia fresca de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Masculino","masculino, caballero, caja, fresco, versace","TRUE","Active","Title","Default Title","116000.00","shopify","11","DENY","TRUE","manual","","",""
"Versace Pour Homme 100 ML","versace-pour-homme-100-ml","<p>Versace Pour Homme 100 ML: una fragancia amaderada de Versace. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Versace","Perfume Masculino","masculino, caballero, caja, amaderado, versace","TRUE","Active","Title","Default Title","124000.00","shopify","7","DENY","TRUE","manual","","",""
"Acqua Di Gio 100 ML","acqua-di-gio-100-ml","<p>Acqua Di Gio 100 ML: una fragancia fresca de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Masculino","masculino, caballero, caja, fresco, emporio-armani","TRUE","Active","Title","Default Title","116000.00","shopify","6","DENY","TRUE","manual","","",""
"Acqua Di Gio Profumo 100 ML","acqua-di-gio-profumo-100-ml","<p>Acqua Di Gio Profumo 100 ML: una fragancia fresca de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Masculino","masculino, caballero, caja, fresco, emporio-armani","TRUE","Active","Title","Default Title","116000.00","shopify","10","DENY","TRUE","manual","","",""
"Acqua Di Gio Profondo 100 ML","acqua-di-gio-profondo-100-ml","<p>Acqua Di Gio Profondo 100 ML: una fragancia fresca de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Masculino","masculino, caballero, caja, fresco, emporio-armani","TRUE","Active","Title","Default Title","124000.00","shopify","3","DENY","TRUE","manual","","",""
"Acqua Di Gio Parfum 100 ML","acqua-di-gio-parfum-100-ml","<p>Acqua Di Gio Parfum 100 ML: una fragancia fresca de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Masculino","masculino, caballero, caja, fresco, emporio-armani","TRUE","Active","Title","Default Title","130000.00","shopify","7","DENY","TRUE","manual","","",""
"Armani Code 120 ML","armani-code-120-ml","<p>Armani Code 120 ML: una fragancia amaderada de Emporio Armani. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Emporio Armani","Perfume Masculino","masculino, caballero, caja, amaderado, emporio-armani","TRUE","Active","Title","Default Title","124000.00","shopify","5","DENY","TRUE","manual","","",""
"Ck One 100 ML","ck-one-100-ml","<p>Ck One 100 ML: una fragancia amaderada de Calvin Klein. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Calvin Klein","Perfume Masculino","masculino, caballero, caja, amaderado, calvin-klein","TRUE","Active","Title","Default Title","110000.00","shopify","12","DENY","TRUE","manual","","",""
"Eternity For Men 100 ML","eternity-for-men-100-ml","<p>Eternity For Men 100 ML: una fragancia amaderada de Calvin Klein. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Calvin Klein","Perfume Masculino","masculino, caballero, caja, amaderado, calvin-klein","TRUE","Active","Title","Default Title","124000.00","shopify","6","DENY","TRUE","manual","","",""
"Tommy Men 100 ML","tommy-men-100-ml","<p>Tommy Men 100 ML: una fragancia amaderada de Tommy Hilfiger. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Tommy Hilfiger","Perfume Masculino","masculino, caballero, caja, amaderado, tommy-hilfiger","TRUE","Active","Title","Default Title","110000.00","shopify","13","DENY","TRUE","manual","","",""
"Jean Pascal-caja 120 ML","jean-pascal-caja-120-ml","<p>Jean Pascal-caja 120 ML: una fragancia amaderada de Jean Pascal. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jean Pascal","Perfume Masculino","masculino, caballero, caja, amaderado, jean-pascal","TRUE","Active","Title","Default Title","124000.00","shopify","10","DENY","TRUE","manual","","",""
"Jean Pascal-cuero 120 ML","jean-pascal-cuero-120-ml","<p>Jean Pascal-cuero 120 ML: una fragancia amaderada de Jean Pascal. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jean Pascal","Perfume Masculino","masculino, caballero, caja, amaderado, jean-pascal","TRUE","Active","Title","Default Title","164000.00","shopify","11","DENY","TRUE","manual","","",""
"Lapidus","lapidus","<p>Lapidus: una fragancia amaderada de Ted Lapidus. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ted Lapidus","Perfume Masculino","masculino, caballero, caja, amaderado, ted-lapidus","TRUE","Active","Title","Default Title","126000.00","shopify","12","DENY","TRUE","manual","","",""
"Good Girl Glorius Gold 80 ML","good-girl-glorius-gold-80-ml","<p>Good Girl Glorius Gold 80 ML: una fragancia floral de Carolina Herrera. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Carolina Herrera","Perfume Femenino","femenino, dama, caja, floral, carolina-herrera","TRUE","Active","Title","Default Title","124000.00","shopify","10","DENY","TRUE","manual","","",""
"Good Girl Dazzling Garden 80 ML","good-girl-dazzling-garden-80-ml","<p>Good Girl Dazzling Garden 80 ML: una fragancia floral de Carolina Herrera. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Carolina Herrera","Perfume Femenino","femenino, dama, caja, floral, carolina-herrera","TRUE","Active","Title","Default Title","126000.00","shopify","13","DENY","TRUE","manual","","",""
"Cloud 100 ML","cloud-100-ml","<p>Cloud 100 ML: una fragancia oriental de Ariana Grande. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ariana Grande","Perfume Femenino","femenino, dama, caja, oriental, ariana-grande","TRUE","Active","Title","Default Title","126000.00","shopify","4","DENY","TRUE","manual","","",""
"Cloud Pink 100 ML","cloud-pink-100-ml","<p>Cloud Pink 100 ML: una fragancia oriental de Ariana Grande. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ariana Grande","Perfume Femenino","femenino, dama, caja, oriental, ariana-grande","TRUE","Active","Title","Default Title","126000.00","shopify","5","DENY","TRUE","manual","https://cdn.shopify.com/s/files/1/0943/2019/7906/files/CLOUDPINKARIANAGRANDE1.jpg?v=1749750583","1","Cloud Pink 100 ML"
"Thank U Next 100 ML","thank-u-next-100-ml","<p>Thank U Next 100 ML: una fragancia floral de Ariana Grande. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ariana Grande","Perfume Femenino","femenino, dama, caja, floral, ariana-grande","TRUE","Active","Title","Default Title","126000.00","shopify","10","DENY","TRUE","manual","https://cdn.shopify.com/s/files/1/0943/2019/7906/files/THANKUNEXTARIANAGRANDE1.jpg?v=1749817539","1","Thank U Next 100 ML"
"Sweet Like Candy 100 ML","sweet-like-candy-100-ml","<p>Sweet Like Candy 100 ML: una fragancia gourmand de Ariana Grande. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ariana Grande","Perfume Femenino","femenino, dama, caja, gourmand, ariana-grande","TRUE","Active","Title","Default Title","126000.00","shopify","5","DENY","TRUE","manual","","",""
"Mod Vainilla 100 ML","mod-vainilla-100-ml","<p>Mod Vainilla 100 ML: una fragancia gourmand de Alternativa Premium. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Alternativa Premium","Perfume Femenino","femenino, dama, caja, gourmand, alternativa-premium","TRUE","Active","Title","Default Title","134000.00","shopify","14","DENY","TRUE","manual","","",""
"R.e.m Ariana Grande 100 ML","r-e-m-ariana-grande-100-ml","<p>R.e.m Ariana Grande 100 ML: una fragancia floral de Ariana Grande. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ariana Grande","Perfume Femenino","femenino, dama, caja, floral, ariana-grande","TRUE","Active","Title","Default Title","134000.00","shopify","3","DENY","TRUE","manual","","",""
"Ari Ariana Grande 100 ML","ari-ariana-grande-100-ml","<p>Ari Ariana Grande 100 ML: una fragancia floral de Ariana Grande. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Ariana Grande","Perfume Femenino","femenino, dama, caja, floral, ariana-grande","TRUE","Active","Title","Default Title","130000.00","shopify","4","DENY","TRUE","manual","","",""
"Scandal Woman 90 ML","scandal-woman-90-ml","<p>Scandal Woman 90 ML: una fragancia floral de Jean Paul Gaultier. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jean Paul Gaultier","Perfume Femenino","femenino, dama, caja, floral, jean-paul-gaultier","TRUE","Active","Title","Default Title","126000.00","shopify","7","DENY","TRUE","manual","","",""
"Le Belle Parfum 100 ML","le-belle-parfum-100-ml","<p>Le Belle Parfum 100 ML: una fragancia floral de Jean Paul Gaultier. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jean Paul Gaultier","Perfume Femenino","femenino, dama, caja, floral, jean-paul-gaultier","TRUE","Active","Title","Default Title","156000.00","shopify","12","DENY","TRUE","manual","","",""
"Jean Paul Divine 100 ML","jean-paul-divine-100-ml","<p>Jean Paul Divine 100 ML: una fragancia floral de Jean Paul Gaultier. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jean Paul Gaultier","Perfume Femenino","femenino, dama, caja, floral, jean-paul-gaultier","TRUE","Active","Title","Default Title","156000.00","shopify","11","DENY","TRUE","manual","","",""
"La Belle Fleur Terrible 100 ML","la-belle-fleur-terrible-100-ml","<p>La Belle Fleur Terrible 100 ML: una fragancia floral de Jean Paul Gaultier. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Jean Paul Gaultier","Perfume Femenino","femenino, dama, caja, floral, jean-paul-gaultier","TRUE","Active","Title","Default Title","156000.00","shopify","4","DENY","TRUE","manual","","",""
"Miss Dior 100 ML","miss-dior-100-ml","<p>Miss Dior 100 ML: una fragancia floral de Dior. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Dior","Perfume Femenino","femenino, dama, caja, floral, dior","TRUE","Active","Title","Default Title","126000.00","shopify","12","DENY","TRUE","manual","","",""
"Jadore 100 ML","jadore-100-ml","<p>Jadore 100 ML: una fragancia floral de Dior. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Dior","Perfume Femenino","femenino, dama, caja, floral, dior","TRUE","Active","Title","Default Title","116000.00","shopify","11","DENY","TRUE","manual","","",""
"Toy 2 Moschino 100 ML","toy-2-moschino-100-ml","<p>Toy 2 Moschino 100 ML: una fragancia floral de Moschino. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Moschino","Perfume Femenino","femenino, dama, caja, floral, moschino","TRUE","Active","Title","Default Title","126000.00","shopify","8","DENY","TRUE","manual","","",""
"Toy 2 Bubble Gum 100 ML","toy-2-bubble-gum-100-ml","<p>Toy 2 Bubble Gum 100 ML: una fragancia floral de Moschino. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Moschino","Perfume Femenino","femenino, dama, caja, floral, moschino","TRUE","Active","Title","Default Title","126000.00","shopify","3","DENY","TRUE","manual","","",""
"Toy 2 Perla 100 ML","toy-2-perla-100-ml","<p>Toy 2 Perla 100 ML: una fragancia floral de Moschino. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Moschino","Perfume Femenino","femenino, dama, caja, floral, moschino","TRUE","Active","Title","Default Title","138000.00","shopify","4","DENY","TRUE","manual","","",""
"Set De Moschino De 30 ML","set-de-moschino-de-30-ml","<p>Set De Moschino De 30 ML: una fragancia floral de Moschino. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Moschino","Perfume Femenino","femenino, dama, set, floral, moschino","TRUE","Active","Title","Default Title","186000.00","shopify","5","DENY","TRUE","manual","","",""
"Moschino Funny 100 ML","moschino-funny-100-ml","<p>Moschino Funny 100 ML: una fragancia floral de Moschino. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Moschino","Perfume Femenino","femenino, dama, caja, floral, moschino","TRUE","Active","Title","Default Title","110000.00","shopify","3","DENY","TRUE","manual","","",""
"Moschino Fresh 100 ML","moschino-fresh-100-ml","<p>Moschino Fresh 100 ML: una fragancia fresca de Moschino. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Moschino","Perfume Femenino","femenino, dama, caja, fresco, moschino","TRUE","Active","Title","Default Title","136000.00","shopify","9","DENY","TRUE","manual","","",""
"Bvlgari Omnia Coral 100 ML","bvlgari-omnia-coral-100-ml","<p>Bvlgari Omnia Coral 100 ML: una fragancia floral de Bvlgari. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Bvlgari","Perfume Femenino","femenino, dama, caja, floral, bvlgari","TRUE","Active","Title","Default Title","120000.00","shopify","8","DENY","TRUE","manual","","",""
"Bvlgari Omnia Amethyste 100 ML","bvlgari-omnia-amethyste-100-ml","<p>Bvlgari Omnia Amethyste 100 ML: una fragancia floral de Lattafa. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lattafa","Perfume Femenino","femenino, dama, caja, floral, lattafa","TRUE","Active","Title","Default Title","120000.00","shopify","3","DENY","TRUE","manual","","",""
"Bvlgari Omnia Crystalline 100 ML","bvlgari-omnia-crystalline-100-ml","<p>Bvlgari Omnia Crystalline 100 ML: una fragancia floral de Bvlgari. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Bvlgari","Perfume Femenino","femenino, dama, caja, floral, bvlgari","TRUE","Active","Title","Default Title","120000.00","shopify","11","DENY","TRUE","manual","","",""
"Bvlgari Omnia Pink 65 ML","bvlgari-omnia-pink-65-ml","<p>Bvlgari Omnia Pink 65 ML: una fragancia floral de Bvlgari. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Bvlgari","Perfume Femenino","femenino, dama, caja, floral, bvlgari","TRUE","Active","Title","Default Title","124000.00","shopify","5","DENY","TRUE","manual","","",""
"Sorbetto Rosso 100 ML","sorbetto-rosso-100-ml","<p>Sorbetto Rosso 100 ML: una fragancia floral de Alternativa Premium. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Alternativa Premium","Perfume Femenino","femenino, dama, caja, floral, alternativa-premium","TRUE","Active","Title","Default Title","124000.00","shopify","13","DENY","TRUE","manual","","",""
"Miami Blossom 100 ML","miami-blossom-100-ml","<p>Miami Blossom 100 ML: una fragancia floral de Escada. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Escada","Perfume Femenino","femenino, dama, caja, floral, escada","TRUE","Active","Title","Default Title","124000.00","shopify","12","DENY","TRUE","manual","","",""
"La Vida Es Bella 75 ML","la-vida-es-bella-75-ml","<p>La Vida Es Bella 75 ML: una fragancia floral de Lancôme. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lancôme","Perfume Femenino","femenino, dama, caja, floral, lancome","TRUE","Active","Title","Default Title","110000.00","shopify","14","DENY","TRUE","manual","","",""
"Tresor Lancome 100 ML","tresor-lancome-100-ml","<p>Tresor Lancome 100 ML: una fragancia floral de Lancôme. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lancôme","Perfume Femenino","femenino, dama, caja, floral, lancome","TRUE","Active","Title","Default Title","124000.00","shopify","12","DENY","TRUE","manual","","",""
"Idole Lancome 100 ML","idole-lancome-100-ml","<p>Idole Lancome 100 ML: una fragancia floral de Lancôme. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Lancôme","Perfume Femenino","femenino, dama, caja, floral, lancome","TRUE","Active","Title","Default Title","120000.00","shopify","6","DENY","TRUE","manual","","",""
"Coco Mademoiselle 100 ML","coco-mademoiselle-100-ml","<p>Coco Mademoiselle 100 ML: una fragancia gourmand de Chanel. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Chanel","Perfume Femenino","femenino, dama, caja, gourmand, chanel","TRUE","Active","Title","Default Title","116000.00","shopify","6","DENY","TRUE","manual","https://cdn.shopify.com/s/files/1/0943/2019/7906/files/COCOMADEMOISELLE1.jpg?v=1749771175","1","Coco Mademoiselle 100 ML"
"Chanel #5 De 100 ML","chanel-5-de-100-ml","<p>Chanel #5 De 100 ML: una fragancia floral de Chanel. Estela distintiva y gran calidad a un precio justo, con envío a toda Colombia.</p>","Chanel","Perfume Femenino","femenino, dama, caja, floral, chanel","TRUE","Active","Title","Default Title","116000.00","shopify","6","DENY","TRUE","manual","","",""
