Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
billie-eilish-eilish-edp-30ml-tester,Billie Eilish Eilish EDP 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Billie Eilish</li><li><strong>Categoría olfativa:</strong> Avainillado, dulce, especiado, atalcado, ámbar</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Azúcar, bayas rojas y mandarina</li><li><strong>Notas de corazón:</strong> Vainilla, cacao, notas especiadas y rosa</li><li><strong>Notas de fondo:</strong> Haba tonka, ámbar, almizcle y notas amaderadas</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Billie Eilish,Perfume,"BILLIE EILISH, DULCES, EAU DE PARFUM, INVIERNO, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER",TRUE,Title,Default Title,BE01-1,0,continue,manual,88000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/02/photo-output-3-scaled.png,1,active
set-ilmin-x3-30ml,Set Ilmin x3 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Amaderado, frutal, cítrico, almizclado, dulce</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío), Primavera (templado, cálido) Contiene: Il Femme 30 ml Il Rose 30 ml Il Kakuno 30 ml</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, CÍTRICOS, DULCES, EXTRAIT DE PARFUM, FRUTALES, ILMIN, INVIERNO, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,ILM23-1,0,continue,manual,450000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/IMG_5841-scaled.png,1,active
ch-good-girl-blush-elixir-de-carolina-herrera-80ml,Ch Good Girl Blush Elixir De Carolina Herrera 80ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Carolina Herrera</li><li><strong>Categoría olfativa:</strong> Amaderado, floral, cítrico, rosa, dulce</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Invierno (frio)</li><li><strong>Notas de salida:</strong> Bergamota y mandarina</li><li><strong>Notas de corazón:</strong> Ylang-ylang y rosa</li><li><strong>Notas de fondo:</strong> Vainilla y pachulí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Carolina Herrera,Perfume,"AMADERADOS, CAROLINA HERRERA, CÍTRICOS, DULCES, EAU DE PARFUM, FLORALES, INVIERNO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,CH56-1,0,continue,manual,240000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/IMG_5839-scaled.png,1,active
miss-dior-edt-50ml-tester,Miss Dior EDT 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Dior</li><li><strong>Categoría olfativa:</strong> Cítricos, amaderado, floral, fresco, terroso</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Naranja sanguina</li><li><strong>Notas de corazón:</strong> Rosa de Damasco, rosa de Bulgaria (rosa Damascena de Bulgaria) y neroli</li><li><strong>Notas de fondo:</strong> Pachulí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Dior,Perfume,"AMADERADOS, CÍTRICOS, DIOR, EAU DE TOILETTE, FLORALES, FRESCO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA",TRUE,Title,Default Title,DR05-1-1,0,continue,manual,90000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/IMG_5758-scaled.png,1,active
eau-de-lacoste-l-12-12-white-de-lacoste-50ml-tester,Eau de lacoste l.12.12. White de lacoste 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Lacoste</li><li><strong>Categoría olfativa:</strong> Almizclado, cuero, cítrico, aromático, atalcado, amaderado</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Limón, jengibre y toronja</li><li><strong>Notas de corazón:</strong> Notas verdes, Pomarose y romero</li><li><strong>Notas de fondo:</strong> Gamuza, cedro y almizcle</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Lacoste,Perfume,"AMADERADOS, CÍTRICOS, EAU DE TOILETTE, FRUTALES, LACOSTE, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,LCT07-1,0,continue,manual,65000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-4-1-scaled.png,1,active
y-eau-de-toilette-de-yves-saint-laurent-50ml-tester,Y Eau de Toilette De Yves Saint Laurent 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Yves Saint Laurent</li><li><strong>Categoría olfativa:</strong> Aromático, fresco, cítrico, especiado, herbal, ámbar</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Aldehídos, bergamota y jengibre</li><li><strong>Notas de corazón:</strong> Lavanda, esclarea y geranio</li><li><strong>Notas de fondo:</strong> Ámbar gris, cedro, vainilla y incienso de olíbano (franquincienso)</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Yves Saint Laurent,Perfume,"CÍTRICOS, EAU DE TOILETTE, FRESCO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA, VERANO, YVES SAINT LAURENT",TRUE,Title,Default Title,YSL03-1,0,continue,manual,90000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-3-1-scaled.png,1,active
allure-homme-sport-de-chanel-50ml-tester,Allure Homme Sport de Chanel 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Chanel</li><li><strong>Categoría olfativa:</strong> Cítrico, aromático, amaderado, marino</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Bergamota, palo de rosa de Brasil, cardamomo, limón y carambola</li><li><strong>Notas de corazón:</strong> Estragón, salvia, cedro y pimienta</li><li><strong>Notas de fondo:</strong> Ámbar, azafrán, almizcle, notas amaderadas y madera de sicómoro</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Chanel,Perfume,"AMADERADOS, CHANEL, CÍTRICOS, EAU DE TOILETTE, FRESCO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,CN15-1,0,continue,manual,75000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-2-1-scaled.png,1,active
fahrenheit-eau-de-toilette-de-dior-50ml-tester,Fahrenheit Eau De Toilette De Dior 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Dior</li><li><strong>Categoría olfativa:</strong> Cuero, amaderado, ozónico, fresco, especiado</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Flor del moscadero, lavanda, cedro, mandarina, manzanilla, flor del espino, bergamota y limón</li><li><strong>Notas de corazón:</strong> Hojas de violeta, nuez moscada, cedro, sándalo, clavel, madreselva, jazmín y lirio de los valles</li><li><strong>Notas de fondo:</strong> Cuero, vetiver, almizcle, ámbar, pachulí y haba tonka</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Dior,Perfume,"AMADERADOS, DIOR, EAU DE TOILETTE, FRESCO, INVIERNO, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER",TRUE,Title,Default Title,DR16-1,0,continue,manual,75000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-1-scaled.png,1,active
montblanc-signature-50ml-tester,Montblanc Signature 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Montblanc</li><li><strong>Categoría olfativa:</strong> Avainillado, floral, almizclado, cítrico, dulce</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Clementina</li><li><strong>Notas de corazón:</strong> Magnolia, ylang-ylang y peonía</li><li><strong>Notas de fondo:</strong> Vainilla, almizcle blanco y benjuí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Montblanc,Perfume,"CÍTRICOS, DULCES, EAU DE TOILETTE, FLORALES, MONTBLANC, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA",TRUE,Title,Default Title,MTBC12-1,0,continue,manual,66000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-scaled.png,1,active
armani-code-pour-homme-de-giorgio-armani-50ml-tester,Armani Code Pour Homme De Giorgio Armani 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Giorgio Armani</li><li><strong>Categoría olfativa:</strong> Cítrico, cuero, anís, especiado, floral</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Limón y bergamota</li><li><strong>Notas de corazón:</strong> Anís estrellado, flor del olivo y madera de gaiac</li><li><strong>Notas de fondo:</strong> Cuero, haba tonka y tabaco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Giorgio Armani,Perfume,"CÍTRICOS, EAU DE TOILETTE, FLORALES, GIORGIO ARMANI, INVIERNO, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER",TRUE,Title,Default Title,GGAM08-2,0,continue,manual,72000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-3-scaled.png,1,active
acqua-di-gioia-de-giorgio-armani-50ml-tester,Acqua Di Gioia de Giorgio Armani 50ml (Tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Giorgio Armani</li><li><strong>Categoría olfativa:</strong> Aromático, cítrico, verde, fresco</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Limón de Amalfi y menta</li><li><strong>Notas de corazón:</strong> Jazmín de agua</li><li><strong>Notas de fondo:</strong> Cedro de Virginia, azúcar moreno y ládano francés</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Giorgio Armani,Perfume,"CÍTRICOS, EAU DE PARFUM, FRESCO, GIORGIO ARMANI, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO",TRUE,Title,Default Title,GGAM13-1-1,0,continue,manual,65000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-5-scaled.png,1,active
bombshell-de-victorias-secret-50ml-tester,Bombshell De Victoria&#8217;s Secret 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Victoria’s Secret</li><li><strong>Categoría olfativa:</strong> Frutal, dulce, fresco, cítrico, floral, tropical</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Maracuyá, toronja, piña, naranja tangerina y fresa</li><li><strong>Notas de corazón:</strong> Peonía, orquídea de vainilla, bayas rojas, jazmín y lirio de los valles</li><li><strong>Notas de fondo:</strong> Almizcle, notas amaderadas y musgo de roble</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Victoria’s Secret,Perfume,"BATH AND BODY WORKS, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PERFUMES TESTER, PRIMAVERA, VERANO, VICTORIA'S SECRET",TRUE,Title,Default Title,VS38-1,0,continue,manual,68000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-6-scaled.png,1,active
givenchy-blue-label-pour-homme-100ml-tester,Givenchy Blue Label Pour Homme 50ml (TESTER),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Givenchy</li><li><strong>Categoría olfativa:</strong> Aromático, fresco. amaderado, lavanda</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Toronja (Pomelo) y bergamota</li><li><strong>Notas de corazón:</strong> Davana</li><li><strong>Notas de fondo:</strong> Incienso</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Givenchy,Perfume,"AMADERADOS, EAU DE TOILETTE, FRESCO, FRUTALES, GIVENCHY, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA",TRUE,Title,Default Title,GVY06-1,0,continue,manual,68000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-4-scaled.png,1,active
sense-by-giorgina-rodriguez-de-laverne-75ml,SENSE BY GEORGINA RODRIGUEZ DE LAVERNE 75ML,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Laverne</li><li><strong>Categoría olfativa:</strong> Cítrico, amaderado, atalcado, iris</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Verano (calor), Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Mandarina y grosellas negras</li><li><strong>Notas de corazón:</strong> Jazmín, iris, flor de azahar del naranjo</li><li><strong>Notas de fondo:</strong> Madera de cachemira; la Nota de Fondo es almizcle</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Laverne,Perfume,"AMADERADOS, CÍTRICOS, EAU DE PARFUM, LAVERNE, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, VERANO",TRUE,Title,Default Title,TOUS03-1-1-1-1,0,continue,manual,330000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/IMG_5558-scaled.png,1,active
versace-eau-fraiche-50ml-tester,Versace Eau Fraiche 50ml (tester),"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Versace</li><li><strong>Categoría olfativa:</strong> Cítrico, aromático, amaderado, frutal, fresco, tropical</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Limón, bergamota, carambola, cardamomo y palo de rosa de Brasil</li><li><strong>Notas de corazón:</strong> Cedro, estragón, salvia y pimienta</li><li><strong>Notas de fondo:</strong> Almizcle, notas amaderadas, azafrán, ámbar y madera de sicómoro</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Versace,Perfume,"AMADERADOS, CÍTRICOS, EAU DE TOILETTE, FRESCO, FRUTALES, PARA EL DÍA, PERFUMERÍA, PERFUMERÍA ÁRABE, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PERFUMES TESTER, PRIMAVERA, VERANO, VERSACE",TRUE,Title,Default Title,VRSC07-2,0,continue,manual,68000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2026/01/photo-output-2-scaled.png,1,active
set-yum-yum-de-armaf-x3-30ml,Set yum yum mini de Armaf x3 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Armaf</li><li><strong>Categoría olfativa:</strong> Frutal, almizcle, dulce, amaderado, floral</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Verano (calor), Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Bayas silvestres, cereza, naranja y bergamota</li><li><strong>Notas de corazón:</strong> Vainilla, flores blancas y rosa</li><li><strong>Notas de fondo:</strong> Notas atalcadas, almizcle y ámbar</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Armaf,Perfume,"AMADERADOS, ARMAF, DULCES, EAU DE PARFUM, FLORALES, FRUTALES, OFERTA, PARA EL DÍA, PERFUMERÍA, PERFUMERÍA ÁRABE, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES, SET DE PERFUMES, VERANO",TRUE,Title,Default Title,AMF10-1-1-2,0,continue,manual,250000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_2778-scaled.png,1,active
set-yum-yum-de-armaf-x3-30ml,,,,,,,,,,,,,,,,,https://perfumartevip.com/wp-content/uploads/2025/03/photo-output-2-2.png,2,
miracle-de-lancome-100ml-2,Miracle De Lancôme 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Lancôme</li><li><strong>Categoría olfativa:</strong> Floral, cítrico, fresco, frutal, tropical</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido) Verano (Calor)</li><li><strong>Notas de salida:</strong> Lichi y fresia</li><li><strong>Notas de corazón:</strong> Magnolia, pimienta, jengibre, mandarina y jazmín</li><li><strong>Notas de fondo:</strong> Jazmín, almizcle y ámbar</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Lancôme,Perfume,"CÍTRICOS, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, LANCOME, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES, VERANO",TRUE,Title,Default Title,LCM08-2,0,continue,manual,200000,275000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_2773-scaled.png,1,active
odyssey-revolution-ultra-edition-de-armaf-100ml,Odyssey Revolution Ultra Edition de Armaf 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Armaf</li><li><strong>Categoría olfativa:</strong> Frutal, dulce, amaderado, cítrico, pachulí</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (Calor)</li><li><strong>Notas de salida:</strong> Piña, grosellas negras, naranja sanguina y salvia</li><li><strong>Notas de corazón:</strong> Praliné, vainilla, ciruela y cardamomo</li><li><strong>Notas de fondo:</strong> Haba tonka y pachulí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Armaf,Perfume,"AMADERADOS, ARMAF, CÍTRICOS, DULCES, EAU DE PARFUM, FRUTALES, OFERTA, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMERÍA ÁRABE, PERFUMES PARA ELLOS, PRIMAVERA, PROMOCIONES, VERANO",TRUE,Title,Default Title,AMF10-4-3,0,continue,manual,185000,250000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_2749-scaled.png,1,active
odyssey-eau-de-montagne-de-armaf-100ml,Odyssey Eau de Montagne de Armaf 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Armaf</li><li><strong>Categoría olfativa:</strong> Amaderado, floral, frutal, dulce, atalcado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Invierno (frío), Otoño (templado, frío), Primavera (templado, cálido),</li><li><strong>Notas de salida:</strong> Almendra, Lactonas y especias</li><li><strong>Notas de corazón:</strong> Flores blancas</li><li><strong>Notas de fondo:</strong> Vainilla, sándalo, cacao y almizcle</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Armaf,Perfume,"AMADERADOS, ARMAF, DULCES, EAU DE PARFUM, FLORALES, FRUTALES, INVIERNO, OFERTA, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMERÍA ÁRABE, PERFUMES PARA ELLOS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,AMF10-4-2,0,continue,manual,190000,250000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_2747-scaled.png,1,active
tous-love-me-the-onyx-parfum-90ml,Tous LOVE ME The Onyx Parfum 90ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Tous</li><li><strong>Categoría olfativa:</strong> Amaderado, floral, dulce, cítrico, fresco</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Invierno (frío), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Avellana, toronja (pomelo) y peonía</li><li><strong>Notas de corazón:</strong> Heliotropo y orquídea negra</li><li><strong>Notas de fondo:</strong> Vainilla, sándalo y vetiver</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Tous,Perfume,"AMADERADOS, CÍTRICOS, DULCES, EAU DE PARFUM, FLORALES, FRESCO, INVIERNO, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PROMOCIONES, TOUS",TRUE,Title,Default Title,TOUS03-1-1-1,0,continue,manual,178000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_2299-scaled.png,1,active
club-de-nuit-lionheart-man-de-armaf-100ml,Club De Nuit Lionheart Man De Armaf 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Armaf</li><li><strong>Categoría olfativa:</strong> Dulce, tabaco, avainillado, fresco</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Invierno (frío), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Menta y lavanda</li><li><strong>Notas de corazón:</strong> Vainilla y benjuí</li><li><strong>Notas de fondo:</strong> Miel, haba tonka y tabaco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Armaf,Perfume,"ARMAF, DULCES, EAU DE PARFUM, FRESCO, INVIERNO, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMERÍA ÁRABE, PERFUMES PARA ELLOS, PROMOCIONES",TRUE,Title,Default Title,AMF06-1,0,continue,manual,200000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_2285-scaled.png,1,active
teriaq-intense-de-lattafa-100ml,Teriaq Intense de Lattafa 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Lattafa</li><li><strong>Categoría olfativa:</strong> Frutal, aromatico, avanillado, especiado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Invierno (frío), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Azafrán y bergamota</li><li><strong>Notas de corazón:</strong> Plum Liquor y canela</li><li><strong>Notas de fondo:</strong> Ámbar, haba tonka y benjuí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Lattafa,Perfume,"EAU DE PARFUM, FRUTALES, INVIERNO, LATTAFA PERFUMES, OFERTA, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMERÍA ÁRABE, PERFUMES PARA ELLOS, PROMOCIONES",TRUE,Title,Default Title,LTTF29-1,0,continue,manual,200000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_1884-scaled.png,1,active
tous-love-me-90ml,Tous LOVE ME 90ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Tous</li><li><strong>Categoría olfativa:</strong> Frutal, floral, cítrico, fresco, tropical, amaderado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Toronja (pomelo) rosada, lichi rosa y pimienta rosa</li><li><strong>Notas de corazón:</strong> Peonía, rosa de Damasco y jazmín</li><li><strong>Notas de fondo:</strong> Cedro, musgo y madera de cachemira</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Tous,Perfume,"AMADERADOS, CÍTRICOS, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES, TOUS, VERANO",TRUE,Title,Default Title,TOUS03-1-1,0,continue,manual,188000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2025/12/IMG_1875-scaled.png,1,active
